Time,Events,UV,Fluorescence,TimeStampAdjusted,Fluorescence_Corrected,Fluorescence_Corrected_Z,Time_sec,Speed,DFF,Fluorescence_filt,UV_filt,Unnamed: 12
1262.457621,,1029.721,987.322,1262.457621,-32.07059199,-0.305752694,1262.457621,1.657831797,-0.04117523096061943,-29.54991245,4.223507638,
1262.557623,,1030.789,984.684,1262.557623,-33.6184448,-0.339550126,1262.557623,0.304319993,-0.04472787350272463,-30.9530121,4.338338351,
1262.657614,,1028.898,985.237,1262.657614,-33.49930054,-0.336948606,1262.657614,6.539520251,-0.042434721420393416,-30.80554385,3.351422346,
1262.757611,,1026.882,985.93,1262.757611,-34.17597229,-0.351723762,1262.757611,3.629762795,-0.03987994725781551,-31.55676442,1.735447769,
1262.857609,,1026.634,981.786,1262.857609,-35.57962482,-0.382372575,1262.857609,0.589414122,-0.04368450684469837,-32.9864552,0.361017977,
1262.957602,,1024.746,983.069,1262.957602,-35.46453543,-0.379859594,1262.957602,1.73654914,-0.040670566169568004,-32.94941046,-0.823478833,
1263.057602,,1023.694,986.636,1263.057602,-33.02295149,-0.326547504,1263.057602,0.294015261,-0.03620027078404288,-30.58534449,-2.014447314,
1263.157597,,1023.041,989.478,1263.157597,-28.91697026,-0.236893229,1263.157597,0.0,-0.03280709179788503,-26.40755986,-2.610519985,
1263.257596,,1023.528,993.775,1263.257596,-23.59036503,-0.120586576,1263.257596,3.194228737,-0.029069063083765213,-21.0169553,-2.074434402,
1263.357592,,1024.98,1001.55,1263.357592,-18.53613316,-0.010227207,1263.357592,1.683452834,-0.022858982614294976,-15.96323819,-0.936739284,
1263.457583,,1025.351,1001.831,1263.457583,-16.3700668,0.037068944,1263.457583,0.302848337,-0.022938486430500477,-13.72791813,-0.144407879,
1263.557582,,1025.97,1000.999,1263.557582,-17.65657817,0.008977913,1263.557582,0.292590086,-0.024338918291957858,-14.96945328,0.115454609,
1263.65758,,1025.772,998.399,1263.65758,-20.2687135,-0.048058173,1263.65758,0.294698394,-0.02668526729136683,-17.64281844,0.311164982,
1263.757575,,1026.332,996.01,1263.757575,-22.47069709,-0.096138579,1263.757575,0.0,-0.029544046176091278,-19.85666331,0.586136132,
1263.85757,,1026.391,994.351,1263.85757,-24.68557477,-0.144500527,1263.85757,3.047851265,-0.031216173953201143,-21.96960482,0.578682621,
1263.957571,,1025.681,990.495,1263.957571,-28.10989374,-0.219270678,1263.957571,1.570105197,-0.03430501296211984,-25.31955546,0.205833392,
1264.057561,,1025.727,985.529,1264.057561,-32.84268155,-0.322611302,1264.057561,0.0,-0.03918976491795584,-30.10834536,-0.067947111,
1264.157562,,1025.482,981.648,1264.157562,-37.52116394,-0.424766165,1264.157562,1.523880812,-0.04274477757776338,-34.86248514,0.025091205,
1264.257558,,1025.929,978.296,1264.257558,-40.08648939,-0.480780155,1264.257558,1.552160296,-0.04642913885853703,-37.38719699,0.189740218,
1264.357557,,1026.299,978.963,1264.357557,-39.35314874,-0.464767631,1264.357557,1.552160296,-0.04612301093540967,-36.57624002,0.319459277,
1264.457553,,1025.94,982.552,1264.457553,-36.56110179,-0.403803167,1264.457553,0.303637578,-0.04229097218160909,-33.75972149,0.89122732,
1264.557547,,1027.875,984.19,1264.557547,-34.4961706,-0.358715306,1264.557547,1.768242367,-0.04250030402529485,-31.64535732,2.039116852,
1264.657547,,1028.983,984.191,1264.657547,-34.70260765,-0.363222868,1264.657547,0.0,-0.043530359588059196,-31.77609391,3.030213929,
1264.757546,,1028.624,981.288,1264.757546,-36.73610538,-0.407624378,1264.757546,1.523925632,-0.046018759041204574,-33.81705045,3.339473482,
1264.857537,,1029.065,979.985,1264.857537,-39.63494082,-0.470920573,1264.857537,1.214366318,-0.04769378027627024,-36.73658451,3.414357813,
1264.95754,,1029.44,976.433,1264.95754,-42.18268434,-0.526550662,1264.95754,6.288709275,-0.051491101958346344,-39.21076972,3.759520845,
1265.057529,,1029.719,975.621,1265.057529,-42.53080158,-0.534151817,1265.057529,5.015665892,-0.05253666291483411,-39.52196562,4.124894504,
1265.157532,,1029.799,979.611,1265.157532,-39.6472187,-0.471188661,1265.157532,7.997346587,-0.04873572415587895,-36.68911895,4.206368337,
1265.257526,,1030.143,984.583,1265.257526,-34.52075801,-0.359252173,1265.257526,3.832093464,-0.04422686947346151,-31.54222111,4.375379082,
1265.357527,,1030.164,988.343,1265.357527,-29.29640828,-0.245178274,1265.357527,1.570485921,-0.04059644872078623,-26.21662446,4.907017703,
1265.457524,,1030.55,993.965,1265.457524,-26.20947451,-0.177774943,1265.457524,1.599583234,-0.03550046091892671,-23.0674216,5.01861143,
1265.557521,,1030.196,991.133,1265.557521,-26.64610846,-0.187308864,1265.557521,6.130162207,-0.037918027249183535,-23.56510852,3.804730077,
1265.657514,,1026.556,989.261,1265.657514,-29.90527441,-0.258472892,1265.657514,6.172421816,-0.03633021481536328,-26.97745461,1.82290978,
1265.757511,,1025.967,985.427,1265.757511,-33.35771281,-0.333857032,1265.757511,3.096760853,-0.0395139414815487,-30.46155288,0.387268096,
1265.857514,,1025.766,982.916,1265.857514,-34.83287674,-0.366067299,1265.857514,6.630330191,-0.0417736598795437,-31.84919237,-0.364888732,
1265.957509,,1024.107,983.77,1265.957509,-35.07816853,-0.371423256,1265.957509,1.922410722,-0.03938748587794048,-32.12336911,-1.220304129,
1266.057506,,1023.029,983.212,1266.057506,-36.42709574,-0.400877139,1266.057506,17.54028503,-0.03892069530775766,-33.51894535,-2.242029498,
1266.157503,,1023.106,978.822,1266.157503,-38.76171909,-0.45185374,1266.157503,21.79457824,-0.04328388260844917,-35.81231701,-2.785621103,
1266.257501,,1022.892,977.557,1266.257501,-39.91902572,-0.477123579,1266.257501,10.68217967,-0.04432041701372191,-37.02197879,-2.575598303,
1266.3575,,1023.714,980.919,1266.3575,-39.70517229,-0.47245408,1266.3575,15.73174402,-0.04180366782128609,-36.7961409,-1.657312971,
1266.457492,,1026.167,978.645,1266.457492,-39.24143264,-0.462328305,1266.457492,6.957848252,-0.04631020097118689,-36.10997483,0.151410259,
1266.557489,,1027.607,978.998,1266.557489,-38.24046152,-0.440472058,1266.557489,3.970911731,-0.0473031032291527,-35.05504628,2.729458046,
1266.657486,,1030.719,984.066,1266.657486,-36.62362065,-0.405168269,1266.657486,2.184657354,-0.04526257884059576,-33.51017192,4.878221693,
1266.757482,,1031.012,982.682,1266.757482,-35.59460119,-0.382699585,1266.757482,1.6340837,-0.04687627302107049,-32.29632436,5.263111105,
1266.857481,,1029.631,981.851,1266.857481,-35.57242304,-0.382215324,1266.857481,3.154856114,-0.04640497420920707,-32.15853221,4.267935728,
1266.957479,,1028.916,984.756,1266.957479,-35.81268599,-0.387461476,1266.957479,0.0,-0.04291895548324642,-32.61523181,3.632452464,
1267.057476,,1029.497,983.042,1267.057476,-34.862557,-0.366715369,1267.057476,0.0,-0.045123978020334236,-31.75216097,3.930809191,
1267.157475,,1029.823,987.546,1267.157475,-30.88856287,-0.279943037,1267.157475,3.254258932,-0.04105268575279445,-27.60311608,3.879849002,
1267.257472,,1027.623,993.357,1267.257472,-24.75100456,-0.14592919,1267.257472,7.852429605,-0.033344913455615605,-21.40567332,2.571096209,
1267.357468,,1026.448,999.194,1267.357468,-20.96868374,-0.063342053,1267.357468,9.261526996,-0.026551759075959164,-17.71608182,0.777370347,
1267.457462,,1024.728,996.233,1267.457462,-21.93238052,-0.084384413,1267.457462,3.386262464,-0.02780737912890066,-18.75230499,-0.627012569,
1267.557463,,1023.468,992.987,1267.557463,-24.39695753,-0.138198557,1267.557463,0.603689606,-0.02978207428077868,-21.31864545,-2.054419067,
1267.657455,,1021.792,993.885,1267.657455,-24.9451656,-0.150168704,1267.657455,1.815266384,-0.027311820801102414,-21.93389411,-3.996854879,
1267.757454,,1019.629,994.588,1267.757454,-24.63726089,-0.143445592,1267.757454,9.261799402,-0.02455893270983863,-21.50905874,-5.561754072,
1267.857455,,1019.66,992.406,1267.857455,-25.31373993,-0.15821654,1267.857455,8.277395878,-0.026728517348920247,-22.12286019,-5.566168346,
1267.957447,,1021.447,992.637,1267.957447,-25.51622591,-0.16263783,1267.957447,1.595810404,-0.02820508553062475,-22.46294424,-4.451723346,
1268.057444,,1021.771,996.784,1268.057444,-22.62121179,-0.099425074,1268.057444,1.570295536,-0.02445459892676536,-19.58247865,-3.735782106,
1268.157444,,1020.975,999.802,1268.157444,-16.8208751,0.027225526,1268.157444,3.198293995,-0.020738020029873405,-13.63652188,-3.965364892,
1268.257441,,1021.564,1008.261,1268.257441,-11.69747336,0.139095222,1268.257441,3.26807652,-0.013022189505503323,-8.45916771,-4.433221321,
1268.357438,,1020.514,1007.946,1268.357438,-10.5705627,0.163701364,1268.357438,4.581265791,-0.012315362650585865,-7.320645179,-4.565994864,
1268.457433,,1021.092,1004.2,1268.457433,-12.87167222,0.113456539,1268.457433,1.697332113,-0.01654307349386729,-9.652711664,-4.499856206,
1268.557433,,1021.124,1003.426,1268.557433,-15.68145812,0.052104744,1268.557433,4.68883314,-0.017331881338603323,-12.57132744,-4.326000765,
1268.657425,,1021.959,1001.971,1268.657425,-17.14708444,0.020102731,1268.657425,4.709173973,-0.019558514578373442,-13.95139407,-3.57643791,
1268.757425,,1023.085,1000.033,1268.757425,-16.86490266,0.026264182,1268.757425,0.908599935,-0.022531852192144368,-13.42290282,-1.8670974,
1268.857421,,1026.32,1003.815,1268.857421,-15.75875661,0.050416928,1268.857421,4.897869291,-0.02192785875750242,-12.2870327,0.310542837,
1268.957421,,1027.141,1002.468,1268.957421,-16.08687993,0.043252342,1268.957421,3.350181869,-0.024021044822473366,-12.71584245,1.921656481,
1269.057416,,1027.369,999.268,1269.057416,-19.25649745,-0.025956392,1269.057416,3.254360656,-0.027352392373139436,-15.76554509,2.256540825,
1269.157412,,1026.98,993.425,1269.157412,-24.6493458,-0.143709466,1269.157412,0.646641933,-0.03267346978519549,-20.95770188,1.215670224,
1269.257409,,1024.712,987.554,1269.257409,-31.28743064,-0.288652332,1269.257409,0.29937377,-0.03626189602541984,-27.75047479,-0.651227522,
1269.357408,,1023.058,981.078,1269.357408,-37.73348022,-0.4294021,1269.357408,8.097626278,-0.041033841678575426,-34.54727728,-2.187944005,
1269.457405,,1022.919,978.615,1269.457405,-40.29313844,-0.485292346,1269.457405,2.184591136,-0.04331134723277207,-37.02513462,-2.577001294,
1269.557405,,1022.725,979.169,1269.557405,-36.39403308,-0.400155214,1269.557405,7.644414661,-0.04258818352929677,-32.75256887,-2.419237921,
1269.6574,,1022.856,990.251,1269.6574,-30.29528928,-0.266988883,1269.6574,1.57062874,-0.03187643226417015,-26.66988213,-2.910694109,
1269.757398,,1021.55,992.356,1269.757398,-27.85796872,-0.213769885,1269.757398,0.589448796,-0.02857814106015365,-24.49858233,-3.830368229,
1269.857395,,1021.228,990.935,1269.857395,-25.29735073,-0.157858681,1269.857395,3.590129379,-0.029663307312372954,-21.96519271,-3.585975299,
1269.95739,,1024.239,1002.252,1269.95739,-14.13360382,0.085902209,1269.95739,0.626095981,-0.021466669400403694,-10.68588833,-1.648537804,
1270.05739,,1025.566,1024.182,1270.05739,2.953717828,0.459004607,1270.05739,1.702863737,-0.0013494987158310771,6.573697283,0.404492848,
1270.157384,,1026.451,1034.094,1270.157384,14.43505403,0.709700073,1270.157384,4.738961038,0.00744604467237114,18.28209994,1.034458206,
1270.257384,,1026.367,1032.787,1270.257384,16.72600075,0.759722992,1270.257384,2.399453949,0.006255072503305419,20.49766582,0.773721466,
1270.357381,,1025.604,1034.258,1270.357381,15.7376705,0.738142759,1270.357381,6.746416631,0.008437954610161422,19.23333285,1.117149957,
1270.457377,,1028.728,1034.314,1270.457377,14.55468837,0.712312294,1270.457377,1.926934707,0.005430006765636798,18.19375421,2.226304912,
1270.557375,,1027.255,1029.746,1270.557375,11.27961305,0.640800884,1270.557375,1.59963172,0.0024249091024136997,15.27135349,2.903884028,
1270.657373,,1028.562,1024.862,1270.657373,6.70792518,0.540977884,1270.657373,6.304553956,-0.003597255197061352,10.58861338,2.441269449,
1270.75737,,1025.984,1023.733,1270.75737,5.21883159,0.508463462,1270.75737,4.86276038,-0.0021939913292994594,8.78659226,1.438295154,
1270.857364,,1026.93,1026.455,1270.857364,8.283009906,0.575369927,1270.857364,5.145260125,-0.0004625436982074108,11.9310357,0.888511496,
1270.957358,,1025.923,1030.576,1270.957358,11.68783347,0.649714395,1270.957358,8.312557749,0.004535428097430333,15.62862421,1.096706922,
1271.057359,,1026.945,1029.065,1271.057359,10.16990734,0.616570413,1271.057359,3.386262464,0.0020643754047199397,14.16250979,1.41998532,
1271.157354,,1025.944,1021.199,1271.157354,3.201951099,0.464424791,1271.157354,4.712025799,-0.004625008772408635,7.006518919,0.958091954,
1271.257353,,1025.917,1013.621,1271.257353,-4.972599651,0.285933126,1271.257353,3.515270996,-0.011985375035212338,-1.311815747,-0.123769658,
1271.357349,,1024.294,1007.774,1271.357349,-10.347731,0.168566904,1271.357349,4.572852863,-0.016128181947761184,-6.615641793,-0.352073378,
1271.457345,,1026.066,1005.913,1271.457345,-12.81433093,0.114708589,1271.457345,1.570533524,-0.01964103673642828,-8.87593209,0.9964657,
1271.557345,,1028.326,1003.569,1271.557345,-14.99288216,0.06713983,1271.557345,5.930828404,-0.024075050130017196,-10.94162924,2.263574585,
1271.657341,,1026.152,999.924,1271.657341,-18.65094737,-0.01273418,1271.657341,1.523925632,-0.025559566224107214,-14.70974704,1.468248483,
1271.757335,,1025.171,995.377,1271.757335,-22.84838793,-0.104385474,1271.757335,6.286042065,-0.02906246860279904,-19.06550752,-0.562307071,
1271.857332,,1023.683,993.334,1271.857332,-25.21334067,-0.156024318,1271.857332,1.768710555,-0.02964687310427158,-21.36305745,-1.151728518,
1271.957334,,1025.4,993.628,1271.957334,-24.53769221,-0.141271505,1271.957334,2.546507642,-0.030984981470645646,-20.52190137,0.232519921,
1272.057331,,1026.835,996.335,1272.057331,-22.03473073,-0.086619235,1272.057331,0.881968144,-0.029702922085826835,-18.07794347,1.163905728,
1272.157326,,1025.545,999.573,1272.157326,-19.91180287,-0.040265014,1272.157326,0.303711205,-0.025325071059778062,-16.05718953,0.107576905,
1272.257323,,1023.496,997.71,1272.257323,-19.31476619,-0.027228693,1272.257323,0.303637578,-0.025194040816964546,-15.29875019,-1.199915281,
1272.357316,,1024.265,997.754,1272.357316,-20.88081567,-0.06142345,1272.357316,4.581265791,-0.025882950213079698,-16.73600706,-0.791873307,
1272.457316,,1026.235,993.733,1272.457316,-25.2236781,-0.156250037,1272.457316,0.303031515,-0.03167110846930767,-21.23540601,0.314263793,
1272.557313,,1025.34,990.037,1272.557313,-29.59756672,-0.251754081,1272.557313,0.0,-0.034430530360660745,-25.70422126,0.207400342,
1272.65731,,1024.385,987.675,1272.65731,-27.78501923,-0.212177029,1272.65731,3.19926344,-0.0358361358278382,-23.78679951,-0.638340018,
1272.757309,,1023.834,1000.61,1272.757309,-18.52050473,-0.00988596,1272.757309,4.721311262,-0.022683364686072092,-14.45994146,-0.723298711,
1272.857307,,1026.176,1011.477,1272.857307,-9.093579431,0.195951357,1272.857307,1.761822806,-0.014324053573655939,-4.960863978,-0.219917099,
1272.957303,,1025.196,1011.825,1272.957303,-5.284805753,0.279116092,1272.957303,3.155716764,-0.01304238409045672,-1.045657497,0.136965252,
1273.057296,,1024.987,1013.278,1273.057296,-4.252901441,0.301647767,1273.057296,1.615233852,-0.0114235595183159,-0.112207709,0.735634209,
1273.157296,,1026.99,1017.472,1273.157296,-1.534047059,0.361014069,1273.157296,1.681669246,-0.009267860446547706,2.481967925,1.662329093,
1273.257294,,1029.031,1022.016,1273.257294,2.517982316,0.449490303,1273.257294,5.819554866,-0.006817092973875409,6.712455639,2.147704958,
1273.357291,,1025.969,1023.415,1273.357291,6.120548867,0.528152498,1273.357291,0.313067552,-0.0024893539668353402,10.52748318,2.524371472,
1273.457288,,1028.538,1027.372,1273.457288,9.021601486,0.591497105,1273.457288,0.302949058,-0.0011336479546695795,13.37746329,3.516849636,
1273.557281,,1029.988,1030.215,1273.557281,10.71551371,0.628483751,1273.557281,3.37268112,0.00022039091717559987,14.9880491,3.747000718,
1273.65728,,1027.31,1028.78,1273.65728,10.71126393,0.628390957,1273.65728,4.903116431,0.0014309215329355574,15.00278468,1.913255847,
1273.757274,,1024.28,1028.348,1273.757274,10.33222696,0.620114668,1273.757274,4.810396889,0.003971570273753255,14.59062195,0.209042129,
1273.857276,,1026.297,1029.396,1273.857276,10.81717048,0.630703431,1273.857276,4.610835793,0.003019593743331543,15.07515613,1.244928741,
1273.957269,,1029.855,1029.117,1273.957269,10.69367669,0.628006939,1273.957269,1.633939516,-0.0007166057357589722,15.11336665,3.463398033,
1274.057271,,1028.291,1026.387,1274.057271,7.405090614,0.556200521,1274.057271,17.66342565,-0.0018516159336218992,11.92606872,3.673618533,
1274.157266,,1026.618,1018.699,1274.157266,0.812678221,0.412254915,1274.157266,4.78583931,-0.007713677336652955,5.211347309,1.917586765,
1274.257261,,1025.596,1012.433,1274.257261,-6.342546646,0.256020275,1274.257261,11.25903866,-0.012834488434042265,-2.073586488,0.422970849,
1274.357259,,1026.029,1006.517,1274.357259,-11.25448635,0.148767862,1274.357259,12.42020477,-0.019017006341925952,-6.934364473,0.002547697,
1274.457258,,1024.348,1005.415,1274.457258,-13.44886131,0.100853591,1274.457258,7.572492118,-0.018482976488458994,-9.018492589,0.078897837,
1274.557254,,1025.4,1004.059,1274.557254,-14.09642483,0.086714014,1274.557254,7.875888056,-0.020812365905988024,-9.642970803,0.295441829,
1274.657249,,1026.165,1005.12,1274.657249,-13.64471076,0.09657721,1274.657249,6.461741161,-0.020508397772288044,-9.226119731,0.420198262,
1274.757249,,1024.743,1006.213,1274.757249,-11.38906023,0.145829435,1274.757249,3.239253009,-0.018082582657310147,-7.003022192,0.079816924,
1274.857246,,1024.415,1011.188,1274.857246,-7.549651248,0.229663094,1274.857246,3.359370519,-0.012911759394386041,-3.152346446,-0.582078583,
1274.95724,,1024.78,1014.164,1274.95724,-4.240683278,0.301914551,1274.95724,4.708250065,-0.01035929662952047,0.244486844,-0.722607327,
1275.057238,,1025.487,1014.638,1275.057238,-3.60099014,0.315882278,1275.057238,4.898940968,-0.010579363755952094,0.97107878,0.439508654,
1275.157231,,1027.032,1012.363,1275.157231,-5.907195547,0.265526185,1275.157231,1.55311506,-0.014282904524883226,-1.317897143,2.65407828,
1275.257233,,1030.682,1009.314,1275.257233,-9.690269953,0.182922594,1275.257233,1.570533524,-0.02073190372976345,-5.064981379,4.466954274,
1275.357225,,1028.764,1004.752,1275.357225,-12.99139895,0.110842301,1275.357225,1.619525256,-0.023340630115361683,-8.293279552,4.619067915,
1275.457223,,1029.324,1004.025,1275.457223,-14.89655423,0.069243154,1275.457223,1.645006392,-0.02457826690138391,-10.20070423,3.651282478,
1275.55722,,1028.064,1001.914,1275.55722,-16.2569445,0.039538974,1275.55722,6.287946984,-0.025436159616522014,-11.58821479,3.277509594,
1275.657221,,1028.965,1000.355,1275.657221,-18.57525226,-0.011081374,1275.657221,3.366905669,-0.02780463864174185,-13.82624484,4.05186671,
1275.757215,,1029.931,995.077,1275.757215,-22.61780421,-0.099350669,1275.757215,1.523925632,-0.0338411019767344,-17.78637627,4.524990623,
1275.857212,,1028.067,990.703,1275.857212,-28.31494315,-0.223747941,1275.857212,3.062066228,-0.03634393478246071,-23.55584307,3.134237129,
1275.957211,,1025.27,983.772,1275.957211,-34.61947432,-0.361407648,1275.957211,6.207910842,-0.040475191900670004,-29.99100175,0.263477797,
1276.057209,,1022.728,978.712,1276.057209,-39.25582569,-0.462642578,1276.057209,1.666459835,-0.04303783606198321,-34.6871462,-2.258730497,
1276.157205,,1021.819,977.033,1276.157205,-40.65163837,-0.493120208,1276.157205,1.59963172,-0.04382968020755138,-36.08815488,-3.258410902,
1276.257201,,1022.09,978.767,1276.257201,-40.24172311,-0.48416969,1276.257201,1.599146998,-0.04238667827686405,-35.61193666,-3.043831527,
1276.357197,,1022.475,977.274,1276.357197,-40.80697844,-0.496512065,1276.357197,3.048568575,-0.04420743783466591,-36.0747115,-2.506328802,
1276.457199,,1022.541,974.887,1276.457199,-42.95588573,-0.543433547,1276.457199,0.30293074,-0.04660351027489373,-38.25212694,-2.259525326,
1276.557193,,1022.834,973.513,1276.557193,-45.01298318,-0.588350358,1276.557193,1.599583234,-0.0482199457585492,-40.41488698,-2.454379268,
1276.657191,,1022.425,972.517,1276.657191,-45.57759405,-0.60067866,1276.657191,1.570105197,-0.04881336039318278,-40.93108227,-2.660564714,
1276.757184,,1022.485,972.846,1276.757184,-45.05012772,-0.58916141,1276.757184,6.48283071,-0.04854741145346876,-40.24736253,-2.139451607,
1276.857183,,1024.312,973.584,1276.857183,-45.09363459,-0.590111385,1276.857183,1.649170315,-0.04952397316442642,-40.22114754,-0.820944747,
1276.957179,,1025.791,971.832,1276.957179,-46.57555767,-0.622469238,1276.957179,0.30293074,-0.0526023332238243,-41.71442766,0.425264731,
1277.05718,,1025.34,969.808,1277.05718,-48.12205558,-0.656237086,1277.05718,1.59963172,-0.054159595841379374,-43.26773463,0.951128069,
1277.157177,,1026.688,970.519,1277.157177,-47.77110801,-0.648574131,1277.157177,1.618766293,-0.0547089281261689,-42.88525603,1.145899737,
1277.257173,,1026.14,972.632,1277.257173,-45.76078921,-0.604678734,1277.257173,0.0,-0.052144931490829854,-40.78398767,1.684501578,
1277.357166,,1027.967,974.298,1277.357166,-44.30284348,-0.572844427,1277.357166,1.619626504,-0.052208874409392605,-39.22943866,2.548828628,
1277.457164,,1027.9,973.216,1277.457164,-44.89386219,-0.585749346,1277.457164,4.896492109,-0.05319972759996116,-39.80850935,3.237285024,
1277.55716,,1028.707,971.47,1277.55716,-47.04893415,-0.632805434,1277.55716,1.570152777,-0.055639749705212536,-41.98957245,3.650137002,
1277.657159,,1029.472,968.765,1277.657159,-49.51386413,-0.686627285,1277.657159,0.294067033,-0.05896906375306953,-44.41523148,4.245059118,
1277.757154,,1029.365,966.536,1277.757154,-51.83500391,-0.737309472,1277.757154,1.55586666,-0.06103665852248723,-46.66455618,5.040612468,
1277.85715,,1030.24,964.036,1277.85715,-54.52114444,-0.795961465,1277.85715,1.457206027,-0.06426075477558633,-49.31503037,4.914678929,
1277.957151,,1028.063,960.498,1277.957151,-57.8590323,-0.868844389,1277.957151,6.848162599,-0.06572068054195127,-52.65805752,2.801991469,
1278.057148,,1023.78,957.32,1278.057148,-60.85178507,-0.934191273,1278.057148,13.7193658,-0.06491629060931052,-55.75544321,-0.550225665,
1278.157147,,1022.032,956.428,1278.157147,-61.5235171,-0.948858571,1278.157147,12.79705376,-0.06418977096607546,-56.61730112,-3.145299383,
1278.257142,,1020.947,960.584,1278.257142,-58.1227184,-0.874601986,1278.257142,8.923114376,-0.05912451870665182,-53.25428494,-4.011088053,
1278.357139,,1021.054,966.64,1278.357139,-50.57655078,-0.709831094,1278.357139,18.5235988,-0.05329199043341487,-45.5423378,-3.853274759,
1278.457132,,1021.216,976.36,1278.457132,-41.71762928,-0.516396165,1278.457132,21.56823448,-0.04392410616363237,-36.5897071,-3.605483385,
1278.55713,,1021.719,983.844,1278.55713,-35.58401657,-0.382468469,1278.55713,18.20235388,-0.03706987929166434,-30.50013823,-3.422129566,
1278.657129,,1021.151,984.59,1278.657129,-32.75098154,-0.320609028,1278.657129,4.163920669,-0.03580371561110935,-27.7012892,-3.203194172,
1278.757126,,1022.428,987.605,1278.757126,-29.79806526,-0.256131975,1278.757126,3.372048703,-0.034059122011525486,-24.76978076,-3.261359438,
1278.857124,,1020.089,993.796,1278.857124,-24.98720263,-0.151086584,1278.857124,4.937713914,-0.025775201967671454,-19.94136826,-4.012942497,
1278.957119,,1020.121,997.122,1278.957119,-20.95831152,-0.063115575,1278.957119,0.0,-0.022545364716538552,-15.82191992,-5.276098351,
1279.057117,,1018.569,997.516,1279.057117,-20.52837024,-0.053727789,1279.057117,3.597063889,-0.02066919374141565,-15.38673093,-6.192841872,
1279.157114,,1018.71,994.329,1279.157114,-23.24826485,-0.113116804,1279.157114,3.340823257,-0.023933209647495447,-18.19771514,-5.962632563,
1279.25711,,1020.364,991.449,1279.25711,-26.97776366,-0.19455057,1279.25711,4.449552766,-0.0283379264654575,-21.88516674,-4.745216568,
1279.357105,,1020.977,987.547,1279.357105,-30.28054525,-0.266666947,1279.357105,15.80737773,-0.032743147005270395,-25.03833415,-3.688860496,
1279.457105,,1021.27,985.779,1279.457105,-32.50632785,-0.315267005,1279.457105,1.523970455,-0.03475182860555973,-27.25828492,-3.713841308,
1279.557099,,1020.61,984.936,1279.557099,-33.09661753,-0.328156005,1279.557099,3.199166469,-0.03495360617669823,-27.93736773,-4.309684358,
1279.657098,,1020.575,985.699,1279.657098,-32.02649861,-0.304789913,1279.657098,3.104411899,-0.0341728927320384,-26.79273884,-3.993209808,
1279.757092,,1022.97,987.575,1279.757092,-30.77140588,-0.277384909,1279.757092,9.420345717,-0.03460023265589409,-25.34664426,-2.131192768,
1279.857092,,1024.74,986.579,1279.857092,-31.56736222,-0.29476465,1279.857092,1.921959492,-0.037239690067724554,-26.09002878,0.15950443,
1279.957088,,1026.421,984.009,1279.957088,-34.75155316,-0.364291595,1279.957088,1.683861043,-0.04132027696237707,-29.32006422,1.470102217,
1280.057084,,1027.37,979.69,1280.057084,-37.80347583,-0.430930457,1280.057084,1.523925632,-0.04640976473909092,-32.28865278,2.093700378,
1280.157085,,1027.34,979.81,1280.157085,-38.3955995,-0.443859503,1280.157085,4.807132719,-0.046265111842233315,-32.72905599,3.389519899,
1280.257081,,1030.076,981.678,1280.257081,-36.99804926,-0.413343933,1280.257081,3.26175376,-0.04698488266885164,-31.28790362,5.114524061,
1280.357078,,1030.912,985.15,1280.357078,-34.31536491,-0.354767406,1280.357078,6.124132456,-0.04438982182766333,-28.63341584,5.228906138,
1280.457074,,1026.992,987.487,1280.457074,-28.68594125,-0.2318487,1280.457074,6.159485336,-0.038466706653995354,-23.07283438,3.00488427,
1280.557068,,1025.126,998.998,1280.557068,-19.79064517,-0.037619531,1280.557068,6.09570253,-0.025487598597635733,-14.24422496,0.305493196,
1280.657063,,1023.842,1007.338,1280.657063,-11.89417112,0.134800318,1280.657063,10.66779319,-0.016119674715434625,-6.261614052,-0.942577857,
1280.757064,,1024.966,1008.155,1280.757064,-9.091356194,0.195999901,1280.757064,3.198487837,-0.016401519660164263,-3.365035398,-0.594902876,
1280.857057,,1024.225,1008.185,1280.857057,-10.21281287,0.171512847,1280.857057,9.121287123,-0.015660621445483136,-4.5982637,0.607118549,
1280.957057,,1027.154,1006.486,1280.957057,-11.38256845,0.145971184,1280.957057,1.814716453,-0.020121617595803557,-5.808351286,1.889209607,
1281.057049,,1027.668,1007.845,1281.057049,-10.93959795,0.155643464,1281.057049,9.162531583,-0.0192893035493952,-5.155990791,2.575389359,
1281.157048,,1027.229,1007.116,1281.157048,-10.22044599,0.171346177,1281.157048,1.683452834,-0.01957985999227052,-4.319383813,2.658258416,
1281.257043,,1026.684,1008.617,1281.257043,-10.92709112,0.155916551,1281.257043,1.649170315,-0.017597430173256823,-5.107049768,2.548400642,
1281.357041,,1027.282,1004.844,1281.357041,-12.58324129,0.119754441,1281.357041,0.294707061,-0.021842103726143237,-6.802759671,1.965500624,
1281.45704,,1025.997,1004.317,1281.45704,-13.38703161,0.102203645,1281.45704,0.0,-0.0211306660740724,-7.629140567,0.627549413,
1281.557035,,1022.903,1005.295,1281.557035,-13.44417551,0.100955906,1281.557035,1.649273394,-0.017213753405748208,-7.720794377,-0.292891661,
1281.657028,,1026.473,1003.695,1281.657028,-14.79103549,0.07154716,1281.657028,3.630422752,-0.02219054958094359,-8.92745097,0.529809598,
