Time,Position
23436.978,542;601
23470.976,542;600
23504.566,542;598
23537.487,539;595
23572.485,538;589
23604.17,534;585
23638.17,533;581
23673.171,531;579
23704.237,531;579
23737.237,530;580
23771.341,530;581
23803.927,529;582
23838.849,528;584
23873.982,527;586
23904.507,527;589
23937.519,529;596
23971.513,528;601
24005.015,530;603
24038.014,529;605
24071.015,527;605
24104.66,526;606
24138.616,535;606
24171.61,530;607
24204.174,528;606
24238.122,527;607
24272.123,526;607
24304.636,528;607
24337.794,528;606
24372.784,527;607
24403.939,522;606
24437.938,516;605
24470.938,509;610
24504.164,502;621
24538.302,497;627
24574.332,494;634
24603.935,491;639
24637.855,490;639
24672.865,490;639
24704.393,490;640
24737.404,490;641
24773.4,490;644
24805.027,492;640
24837.957,491;639
24873.946,493;635
24905.655,498;633
24937.621,501;627
24971.618,506;625
25004.125,505;626
25038.151,505;625
25072.125,504;624
25104.633,504;624
25137.638,506;623
25171.645,507;624
25204.167,509;624
25238.155,509;624
25272.155,510;624
25305.017,510;624
25338.018,510;624
25372.019,511;624
25404.472,511;624
25438.48,509;627
25471.472,510;628
25504.997,510;626
25537.998,536;451
25572.998,510;624
25604.516,510;624
25637.517,512;624
25672.52,512;623
25705.017,513;623
25738.096,513;622
25772.028,514;620
25804.524,518;619
25837.523,521;620
25873.652,534;621
25905.209,536;622
25938.191,538;622
25971.192,539;623
26004.419,538;618
26038.427,538;624
26071.418,538;620
26104.927,538;619
26138.935,538;619
26172.929,538;620
26205.438,526;622
26238.446,517;626
26272.446,506;633
26304.578,499;638
26338.593,493;641
26372.593,488;645
26405.224,488;648
26439.23,486;649
26472.237,486;651
26504.733,486;652
26538.734,486;650
26571.732,485;649
26605.26,486;649
26638.269,485;652
26672.261,485;648
26704.867,485;647
26737.867,485;647
26772.882,485;647
26804.98,485;647
26837.98,486;649
26873.979,486;649
26905.502,486;649
26938.49,487;650
26972.222,487;650
27004.766,486;650
27038.785,486;650
27072.772,487;651
27105.288,486;651
27138.288,487;650
27171.279,486;650
27204.799,486;651
27238.81,486;651
27271.801,487;653
27305.275,488;654
27338.328,485;652
27372.329,481;652
27404.824,478;652
27437.826,476;652
27471.827,473;655
27504.332,469;658
27538.338,467;661
27571.345,465;668
27605.858,460;676
27637.868,453;689
27671.859,446;706
27705.379,438;726
27738.387,429;747
27772.379,416;769
27804.419,406;789
27838.647,399;809
27873.637,393;820
27906.668,386;826
27938.677,379;830
27971.677,371;834
28004.747,364;837
28039.186,359;839
28072.173,357;840
28105.679,357;840
28137.692,364;842
28172.691,364;848
